day,month,year,site,temp_c,datetime
1,1,2003,Schoodic,4.8875,2003-01-01
1,1,2014,NW Appledore,4.155271990740741,2014-01-01
1,1,2015,Baker North,6.744965277777777,2015-01-01
1,1,2015,Baker South,6.519299768518518,2015-01-01
1,1,2015,Calf Island,5.781730324074074,2015-01-01
1,1,2015,Little Brewster,5.462291666666667,2015-01-01
1,1,2015,NE Appledore,6.8002314814814815,2015-01-01
1,1,2015,NW Appledore,6.384988425925926,2015-01-01
1,1,2015,SW Appledore,6.459189814814815,2015-01-01
1,1,2016,Nubble Lighthouse,7.1540625,2016-01-01
1,1,2017,Fort Weatherhill,7.036307870370369,2017-01-01
1,1,2017,SW Appledore,7.873892361111111,2017-01-01
1,1,2018,Fort Weatherhill,6.139212962962963,2018-01-01
1,1,2018,Hurricane Island,3.955358796296297,2018-01-01
1,1,2019,Fort Weatherhill,7.558750000000002,2019-01-01
1,1,2019,Hurricane Island,4.888773148148149,2019-01-01
1,1,2019,Pemaquid,5.090648148148148,2019-01-01
1,1,2019,SW Appledore,6.263645833333333,2019-01-01
1,1,2020,Fort Weatherhill,5.793645833333334,2020-01-01
1,1,2020,Hurricane Island,5.068865740740741,2020-01-01
1,2,2003,Schoodic,2.98,2003-02-01
1,2,2014,NW Appledore,4.088142361111111,2014-02-01
1,2,2015,Baker North,3.4737384259259256,2015-02-01
1,2,2015,Baker South,3.9426851851851845,2015-02-01
1,2,2015,Calf Island,1.5954340277777779,2015-02-01
1,2,2015,Little Brewster,1.0586342592592595,2015-02-01
1,2,2015,NE Appledore,4.692251157407407,2015-02-01
1,2,2015,NW Appledore,4.609918981481481,2015-02-01
1,2,2015,SW Appledore,4.510243055555555,2015-02-01
1,2,2016,Nubble Lighthouse,4.565729166666667,2016-02-01
1,2,2017,Fort Weatherhill,4.9188425925925925,2017-02-01
1,2,2017,SW Appledore,5.274385416666667,2017-02-01
1,2,2018,Fort Weatherhill,3.592766203703703,2018-02-01
1,2,2018,Hurricane Island,2.8344097222222233,2018-02-01
1,2,2019,Fort Weatherhill,4.5282175925925925,2019-02-01
1,2,2019,Hurricane Island,1.4847685185185193,2019-02-01
1,2,2019,Pemaquid,2.053854166666666,2019-02-01
1,2,2019,SW Appledore,3.0813125,2019-02-01
1,2,2020,Hurricane Island,3.958738425925926,2020-02-01
1,3,2003,Schoodic,1.6400000000000001,2003-03-01
1,3,2014,NW Appledore,2.3079918981481486,2014-03-01
1,3,2015,Baker North,0.5457754629629623,2015-03-01
1,3,2015,Baker South,0.8415798611111115,2015-03-01
1,3,2015,Calf Island,-0.17617476851851824,2015-03-01
1,3,2015,Little Brewster,-0.5119791666666664,2015-03-01
1,3,2015,NE Appledore,1.8147164351851846,2015-03-01
1,3,2015,NW Appledore,1.7043344907407405,2015-03-01
1,3,2015,SW Appledore,1.71787037037037,2015-03-01
1,3,2016,Nubble Lighthouse,4.258744212962963,2016-03-01
1,3,2017,Fort Weatherhill,5.076157407407408,2017-03-01
1,3,2017,SW Appledore,4.673555555555556,2017-03-01
1,3,2018,Fort Weatherhill,3.6037731481481474,2018-03-01
1,3,2018,Hurricane Island,3.4934259259259264,2018-03-01
1,3,2019,Fort Weatherhill,3.8991319444444437,2019-03-01
1,3,2019,Hurricane Island,0.975914351851852,2019-03-01
1,3,2019,Pemaquid,2.9606018518518518,2019-03-01
1,3,2019,SW Appledore,2.4766458333333334,2019-03-01
1,3,2020,Hurricane Island,2.911689814814815,2020-03-01
1,4,2003,Schoodic,1.74,2003-04-01
1,4,2014,NW Appledore,2.7202835648148147,2014-04-01
1,4,2015,Baker North,2.72125,2015-04-01
1,4,2015,Baker South,2.92861111111111,2015-04-01
1,4,2015,Calf Island,2.6858796296296297,2015-04-01
1,4,2015,Little Brewster,2.699016203703703,2015-04-01
1,4,2015,NE Appledore,2.7978125,2015-04-01
1,4,2015,NW Appledore,2.7811458333333334,2015-04-01
1,4,2015,SW Appledore,2.819131944444444,2015-04-01
1,4,2016,Nubble Lighthouse,4.525787037037038,2016-04-01
1,4,2017,Fort Weatherhill,4.0391203703703695,2017-04-01
1,4,2017,SW Appledore,3.8084166666666666,2017-04-01
1,4,2018,Fort Weatherhill,4.767893518518518,2018-04-01
1,4,2018,Hurricane Island,4.167476851851853,2018-04-01
1,4,2019,Fort Weatherhill,5.518020833333334,2019-04-01
1,4,2019,Hurricane Island,3.097719907407408,2019-04-01
1,4,2019,Pemaquid,3.3672222222222223,2019-04-01
1,4,2019,SW Appledore,4.182854166666667,2019-04-01
1,4,2020,Hurricane Island,4.255497685185185,2020-04-01
1,5,2003,Schoodic,3.8241666666666667,2003-05-01
1,5,2014,NW Appledore,6.172349537037036,2014-05-01
1,5,2015,Baker North,7.580028935185187,2015-05-01
1,5,2015,Baker South,7.719531250000002,2015-05-01
1,5,2015,Calf Island,7.387864583333334,2015-05-01
1,5,2015,Little Brewster,7.5187847222222235,2015-05-01
1,5,2015,NE Appledore,6.898119212962962,2015-05-01
1,5,2015,NW Appledore,6.616319444444445,2015-05-01
1,5,2015,SW Appledore,6.6743807870370375,2015-05-01
1,5,2016,Nubble Lighthouse,5.982962962962963,2016-05-01
1,5,2017,Fort Weatherhill,9.644479166666667,2017-05-01
1,5,2017,SW Appledore,6.961829861111111,2017-05-01
1,5,2018,Fort Weatherhill,6.944699074074075,2018-05-01
1,5,2018,Hurricane Island,6.050057870370371,2018-05-01
1,5,2019,Fort Weatherhill,8.487523148148147,2019-05-01
1,5,2019,Hurricane Island,5.560636574074074,2019-05-01
1,5,2019,Pemaquid,5.754664351851852,2019-05-01
1,5,2019,SW Appledore,6.840583333333333,2019-05-01
1,5,2020,Hurricane Island,5.8497106481481485,2020-05-01
1,6,2003,Schoodic,6.2283333333333335,2003-06-01
1,6,2014,NW Appledore,9.739195601851852,2014-06-01
1,6,2015,Baker North,8.134369212962962,2015-06-01
1,6,2015,Baker South,8.32134837962963,2015-06-01
1,6,2015,Calf Island,9.61799189814815,2015-06-01
1,6,2015,Little Brewster,9.445185185185185,2015-06-01
1,6,2015,NE Appledore,8.39398148148148,2015-06-01
1,6,2015,NW Appledore,7.42296875,2015-06-01
1,6,2015,SW Appledore,7.648188657407407,2015-06-01
1,6,2016,Nubble Lighthouse,12.383252314814815,2016-06-01
1,6,2017,Fort Weatherhill,13.89787037037037,2017-06-01
1,6,2017,Nubble Lighthouse,8.182991898148149,2017-06-01
1,6,2017,SW Appledore,9.915753472222223,2017-06-01
1,6,2018,Fort Weatherhill,14.083472222222222,2018-06-01
1,6,2018,Hurricane Island,9.352395833333334,2018-06-01
1,6,2019,Fort Weatherhill,13.402986111111112,2019-06-01
1,6,2019,Hurricane Island,8.445694444444445,2019-06-01
1,6,2019,Pemaquid,10.093020833333334,2019-06-01
1,6,2019,SW Appledore,10.462083333333334,2019-06-01
1,7,2003,Schoodic,9.090416666666666,2003-07-01
1,7,2014,Baker North,10.038738425925926,2014-07-01
1,7,2014,NW Appledore,11.722274305555555,2014-07-01
1,7,2015,Baker North,15.33650462962963,2015-07-01
1,7,2015,Baker South,14.927285879629629,2015-07-01
1,7,2015,Calf Island,15.808408564814815,2015-07-01
1,7,2015,Little Brewster,16.316203703703703,2015-07-01
1,7,2015,NE Appledore,14.118686342592593,2015-07-01
1,7,2015,NW Appledore,15.000746527777778,2015-07-01
1,7,2015,SW Appledore,15.189415509259259,2015-07-01
1,7,2016,Nubble Lighthouse,10.298657407407408,2016-07-01
1,7,2017,Fort Weatherhill,16.466643518518516,2017-07-01
1,7,2017,Nubble Lighthouse,8.752800925925925,2017-07-01
1,7,2017,SW Appledore,10.726114583333333,2017-07-01
1,7,2018,Fort Weatherhill,17.79741898148148,2018-07-01
1,7,2018,Hurricane Island,12.084953703703704,2018-07-01
1,7,2019,Fort Weatherhill,17.771666666666665,2019-07-01
1,7,2019,Hurricane Island,11.53162216698682,2019-07-01
1,7,2019,Pemaquid,14.396342592592593,2019-07-01
1,7,2019,SW Appledore,13.149229166666666,2019-07-01
1,7,2020,Hurricane Island,12.406164363578513,2020-07-01
1,8,2003,Schoodic,10.715416666666666,2003-08-01
1,8,2013,NW Appledore,16.973975694444444,2013-08-01
1,8,2014,Baker North,17.45792824074074,2014-08-01
1,8,2014,Baker South,23.519849537037036,2014-08-01
1,8,2014,Calf Island,23.02519097222222,2014-08-01
1,8,2014,NE Appledore,13.843472222222223,2014-08-01
1,8,2014,NW Appledore,13.927037037037037,2014-08-01
1,8,2014,SW Appledore,13.725219907407407,2014-08-01
1,8,2015,NE Appledore,14.368582175925926,2015-08-01
1,8,2015,NW Appledore,15.420914351851852,2015-08-01
1,8,2015,SW Appledore,15.551290509259259,2015-08-01
1,8,2016,Nubble Lighthouse,14.910960648148148,2016-08-01
1,8,2017,Fort Weatherhill,19.081828703703703,2017-08-01
1,8,2017,Nubble Lighthouse,13.585532407407408,2017-08-01
1,8,2017,SW Appledore,17.864604166666666,2017-08-01
1,8,2018,Fort Weatherhill,21.01837962962963,2018-08-01
1,8,2018,Hurricane Island,14.557986111111111,2018-08-01
1,8,2018,Pemaquid,15.692233796296296,2018-08-01
1,8,2019,Fort Weatherhill,19.670694444444443,2019-08-01
1,8,2019,Hurricane Island,13.734289164896365,2019-08-01
1,8,2019,SW Appledore,14.458,2019-08-01
1,8,2020,Hurricane Island,14.504708802258527,2020-08-01
1,9,2003,Schoodic,11.777083333333334,2003-09-01
1,9,2013,NW Appledore,15.437453703703705,2013-09-01
1,9,2014,Baker North,16.722581018518518,2014-09-01
1,9,2014,Baker South,10.701956018518517,2014-09-01
1,9,2014,Calf Island,12.108177083333333,2014-09-01
1,9,2014,NE Appledore,12.939456018518518,2014-09-01
1,9,2014,NW Appledore,13.64226273148148,2014-09-01
1,9,2014,SW Appledore,14.320925925925925,2014-09-01
1,9,2015,Nubble Lighthouse,14.435098379629629,2015-09-01
1,9,2016,SW Appledore,14.976541666666666,2016-09-01
1,9,2017,Hurricane Island,13.548368055555557,2017-09-01
1,9,2017,Nubble Lighthouse,14.19882523148148,2017-09-01
1,9,2018,Fort Weatherhill,21.26846064814815,2018-09-01
1,9,2018,Hurricane Island,15.53912037037037,2018-09-01
1,9,2018,Pemaquid,18.396562499999998,2018-09-01
1,9,2018,SW Appledore,18.65372916666667,2018-09-01
1,9,2019,Fort Weatherhill,19.672430555555557,2019-09-01
1,9,2019,Hurricane Island,13.897399814040572,2019-09-01
1,9,2020,Hurricane Island,13.814216038537403,2020-09-01
1,10,2002,Schoodic,13.297916666666667,2002-10-01
1,10,2013,NW Appledore,14.438136574074074,2013-10-01
1,10,2014,Baker North,15.80453125,2014-10-01
1,10,2014,Baker South,15.951996527777778,2014-10-01
1,10,2014,Calf Island,15.822436342592592,2014-10-01
1,10,2014,Little Brewster,15.628333333333332,2014-10-01
1,10,2014,NE Appledore,15.198796296296297,2014-10-01
1,10,2014,NW Appledore,14.928778935185186,2014-10-01
1,10,2014,SW Appledore,15.187939814814817,2014-10-01
1,10,2015,Nubble Lighthouse,13.84564236111111,2015-10-01
1,10,2016,Fort Weatherhill,18.77048611111111,2016-10-01
1,10,2016,SW Appledore,15.260708333333334,2016-10-01
1,10,2017,Hurricane Island,13.79451388888889,2017-10-01
1,10,2018,Fort Weatherhill,19.579097222222224,2018-10-01
1,10,2018,Hurricane Island,14.172025462962964,2018-10-01
1,10,2018,Pemaquid,14.893425925925925,2018-10-01
1,10,2018,SW Appledore,16.065833333333334,2018-10-01
1,10,2019,Fort Weatherhill,18.645798611111115,2019-10-01
1,10,2019,Hurricane Island,12.977604166666667,2019-10-01
1,11,2002,Schoodic,10.550833333333333,2002-11-01
1,11,2013,NW Appledore,11.73317708333333,2013-11-01
1,11,2014,Baker North,12.112042824074074,2014-11-01
1,11,2014,Baker South,12.284785879629629,2014-11-01
1,11,2014,Calf Island,12.317135416666666,2014-11-01
1,11,2014,Little Brewster,12.160532407407407,2014-11-01
1,11,2014,NE Appledore,11.885636574074073,2014-11-01
1,11,2014,NW Appledore,11.876597222222221,2014-11-01
1,11,2014,SW Appledore,11.926145833333333,2014-11-01
1,11,2015,Nubble Lighthouse,10.101701388888888,2015-11-01
1,11,2016,Fort Weatherhill,15.403518518518519,2016-11-01
1,11,2016,SW Appledore,11.768479166666667,2016-11-01
1,11,2017,Fort Weatherhill,16.875185185185185,2017-11-01
1,11,2017,Hurricane Island,12.745405092592593,2017-11-01
1,11,2018,Fort Weatherhill,13.689872685185186,2018-11-01
1,11,2018,Hurricane Island,10.871215277777779,2018-11-01
1,11,2018,Pemaquid,10.850775462962963,2018-11-01
1,11,2018,SW Appledore,10.695333333333332,2018-11-01
1,11,2019,Fort Weatherhill,15.23664351851852,2019-11-01
1,11,2019,Hurricane Island,11.920949074074073,2019-11-01
1,12,2002,Schoodic,7.341666666666667,2002-12-01
1,12,2013,NW Appledore,7.765578703703706,2013-12-01
1,12,2014,Baker North,8.673831018518518,2014-12-01
1,12,2014,Baker South,8.745162037037035,2014-12-01
1,12,2014,Calf Island,8.464803240740741,2014-12-01
1,12,2014,Little Brewster,7.973796296296298,2014-12-01
1,12,2014,NE Appledore,9.755509259259258,2014-12-01
1,12,2014,NW Appledore,9.721469907407407,2014-12-01
1,12,2014,SW Appledore,9.763535879629629,2014-12-01
1,12,2015,Nubble Lighthouse,8.404427083333333,2015-12-01
1,12,2016,Fort Weatherhill,11.132627314814815,2016-12-01
1,12,2016,SW Appledore,9.897743055555555,2016-12-01
1,12,2017,Fort Weatherhill,12.57349537037037,2017-12-01
1,12,2017,Hurricane Island,8.940034722222222,2017-12-01
1,12,2018,Fort Weatherhill,9.867465277777777,2018-12-01
1,12,2018,Hurricane Island,7.53394675925926,2018-12-01
1,12,2018,Pemaquid,7.428831018518519,2018-12-01
1,12,2018,SW Appledore,7.890583333333334,2018-12-01
1,12,2019,Fort Weatherhill,10.18875,2019-12-01
1,12,2019,Hurricane Island,7.213020833333333,2019-12-01
2,1,2003,Schoodic,5.241666666666667,2003-01-02
2,1,2014,NW Appledore,4.085706018518518,2014-01-02
2,1,2015,Baker North,6.93203125,2015-01-02
2,1,2015,Baker South,6.534438657407407,2015-01-02
2,1,2015,Calf Island,6.035185185185185,2015-01-02
2,1,2015,Little Brewster,5.314201388888889,2015-01-02
2,1,2015,NE Appledore,7.0969444444444445,2015-01-02
2,1,2015,NW Appledore,6.845648148148148,2015-01-02
2,1,2015,SW Appledore,6.8739641203703705,2015-01-02
2,1,2016,Nubble Lighthouse,7.154010416666667,2016-01-02
2,1,2017,Fort Weatherhill,6.966770833333333,2017-01-02
2,1,2017,SW Appledore,8.011368055555556,2017-01-02
2,1,2018,Fort Weatherhill,5.544722222222222,2018-01-02
2,1,2018,Hurricane Island,3.739155092592593,2018-01-02
2,1,2019,Fort Weatherhill,7.539479166666667,2019-01-02
2,1,2019,Hurricane Island,4.635428240740741,2019-01-02
2,1,2019,Pemaquid,5.001805555555555,2019-01-02
2,1,2019,SW Appledore,6.728791666666667,2019-01-02
2,1,2020,Fort Weatherhill,5.772303240740741,2020-01-02
2,1,2020,Hurricane Island,5.077083333333333,2020-01-02
2,2,2003,Schoodic,2.973333333333333,2003-02-02
2,2,2014,NW Appledore,4.082690972222222,2014-02-02
2,2,2015,Baker North,3.1036747685185184,2015-02-02
2,2,2015,Baker South,3.690260416666666,2015-02-02
2,2,2015,Calf Island,1.8864641203703698,2015-02-02
2,2,2015,Little Brewster,1.7655092592592596,2015-02-02
2,2,2015,NE Appledore,4.413628472222221,2015-02-02
2,2,2015,NW Appledore,4.356128472222222,2015-02-02
2,2,2015,SW Appledore,4.24224537037037,2015-02-02
2,2,2016,Nubble Lighthouse,4.697644675925926,2016-02-02
2,2,2017,Fort Weatherhill,4.893043981481481,2017-02-02
2,2,2017,SW Appledore,5.266517361111111,2017-02-02
2,2,2018,Fort Weatherhill,3.562210648148147,2018-02-02
2,2,2018,Hurricane Island,2.639988425925927,2018-02-02
2,2,2019,Fort Weatherhill,4.246319444444444,2019-02-02
2,2,2019,Hurricane Island,1.4734837962962972,2019-02-02
2,2,2019,Pemaquid,2.040532407407407,2019-02-02
2,2,2019,SW Appledore,3.5556041666666665,2019-02-02
2,2,2020,Hurricane Island,3.9408564814814815,2020-02-02
2,3,2003,Schoodic,1.6066666666666667,2003-03-02
2,3,2014,NW Appledore,2.2901678240740746,2014-03-02
2,3,2015,Baker North,0.269907407407407,2015-03-02
2,3,2015,Baker South,0.4745659722222212,2015-03-02
2,3,2015,Calf Island,-0.05526041666666633,2015-03-02
2,3,2015,Little Brewster,-0.33710648148148137,2015-03-02
2,3,2015,NE Appledore,1.542488425925926,2015-03-02
2,3,2015,NW Appledore,1.3512673611111117,2015-03-02
2,3,2015,SW Appledore,1.6231944444444448,2015-03-02
2,3,2016,Nubble Lighthouse,4.561440972222223,2016-03-02
2,3,2017,Fort Weatherhill,5.108564814814814,2017-03-02
2,3,2017,SW Appledore,4.906055555555556,2017-03-02
2,3,2018,Fort Weatherhill,3.7790277777777765,2018-03-02
2,3,2018,Hurricane Island,3.5066666666666677,2018-03-02
2,3,2019,Fort Weatherhill,3.677905092592592,2019-03-02
2,3,2019,Hurricane Island,0.8968287037037046,2019-03-02
2,3,2019,Pemaquid,2.3309837962962963,2019-03-02
2,3,2019,SW Appledore,2.728125,2019-03-02
2,3,2020,Hurricane Island,3.0583912037037035,2020-03-02
2,4,2003,Schoodic,1.8066666666666666,2003-04-02
2,4,2014,NW Appledore,2.8379571759259252,2014-04-02
2,4,2015,Baker North,2.9417476851851845,2015-04-02
2,4,2015,Baker South,3.0500115740740736,2015-04-02
2,4,2015,Calf Island,2.831325231481481,2015-04-02
2,4,2015,Little Brewster,2.8386921296296297,2015-04-02
2,4,2015,NE Appledore,2.9727372685185176,2015-04-02
2,4,2015,NW Appledore,2.8599768518518514,2015-04-02
2,4,2015,SW Appledore,2.9385300925925915,2015-04-02
2,4,2016,Nubble Lighthouse,4.5278530092592595,2016-04-02
2,4,2017,Fort Weatherhill,4.0040393518518504,2017-04-02
2,4,2017,SW Appledore,3.7715937499999996,2017-04-02
2,4,2018,Fort Weatherhill,4.659814814814815,2018-04-02
2,4,2018,Hurricane Island,4.152268518518519,2018-04-02
2,4,2019,Fort Weatherhill,5.383275462962963,2019-04-02
2,4,2019,Hurricane Island,3.033020833333334,2019-04-02
2,4,2019,Pemaquid,3.447152777777778,2019-04-02
2,4,2019,SW Appledore,3.9845,2019-04-02
2,4,2020,Hurricane Island,4.2203125,2020-04-02
2,5,2003,Schoodic,3.69625,2003-05-02
2,5,2014,NW Appledore,5.818009259259259,2014-05-02
2,5,2015,Baker North,7.787436342592594,2015-05-02
2,5,2015,Baker South,7.80726851851852,2015-05-02
2,5,2015,Calf Island,7.390804398148149,2015-05-02
2,5,2015,Little Brewster,7.6692939814814824,2015-05-02
2,5,2015,NE Appledore,6.721186342592593,2015-05-02
2,5,2015,NW Appledore,7.12228587962963,2015-05-02
2,5,2015,SW Appledore,7.1466261574074075,2015-05-02
2,5,2016,Nubble Lighthouse,6.977997685185185,2016-05-02
2,5,2017,Fort Weatherhill,9.868159722222222,2017-05-02
2,5,2017,SW Appledore,6.688743055555555,2017-05-02
2,5,2018,Fort Weatherhill,7.066747685185185,2018-05-02
2,5,2018,Hurricane Island,6.152476851851852,2018-05-02
2,5,2019,Fort Weatherhill,8.77892361111111,2019-05-02
2,5,2019,Hurricane Island,5.6493171296296305,2019-05-02
2,5,2019,Pemaquid,6.147581018518519,2019-05-02
2,5,2019,SW Appledore,6.7954791666666665,2019-05-02
2,5,2020,Hurricane Island,6.026099537037037,2020-05-02
2,6,2003,Schoodic,6.447916666666666,2003-06-02
2,6,2014,NW Appledore,10.750196759259259,2014-06-02
2,6,2015,Baker North,9.072795138888889,2015-06-02
2,6,2015,Baker South,9.123159722222223,2015-06-02
2,6,2015,Calf Island,9.587077546296296,2015-06-02
2,6,2015,Little Brewster,9.488402777777777,2015-06-02
2,6,2015,NE Appledore,9.02951388888889,2015-06-02
2,6,2015,NW Appledore,8.086429398148148,2015-06-02
2,6,2015,SW Appledore,8.364675925925926,2015-06-02
2,6,2016,Nubble Lighthouse,12.40497685185185,2016-06-02
2,6,2017,Fort Weatherhill,14.011666666666667,2017-06-02
2,6,2017,Nubble Lighthouse,7.907916666666668,2017-06-02
2,6,2017,SW Appledore,10.084197916666666,2017-06-02
2,6,2018,Fort Weatherhill,14.141412037037037,2018-06-02
2,6,2018,Hurricane Island,9.741122685185186,2018-06-02
2,6,2019,Fort Weatherhill,13.667569444444444,2019-06-02
2,6,2019,Hurricane Island,8.64681712962963,2019-06-02
2,6,2019,Pemaquid,10.914976851851852,2019-06-02
2,6,2019,SW Appledore,9.840708333333334,2019-06-02
2,7,2003,Schoodic,9.26625,2003-07-02
2,7,2014,Baker North,9.21324074074074,2014-07-02
2,7,2014,NW Appledore,11.487667824074073,2014-07-02
2,7,2015,Baker North,13.823559027777778,2015-07-02
2,7,2015,Baker South,14.499155092592593,2015-07-02
2,7,2015,Calf Island,15.546863425925926,2015-07-02
2,7,2015,Little Brewster,15.844965277777778,2015-07-02
2,7,2015,NE Appledore,13.464994212962964,2015-07-02
2,7,2015,NW Appledore,14.712835648148149,2015-07-02
2,7,2015,SW Appledore,14.172291666666666,2015-07-02
2,7,2016,Nubble Lighthouse,9.764895833333334,2016-07-02
2,7,2017,Fort Weatherhill,16.71289351851852,2017-07-02
2,7,2017,Nubble Lighthouse,8.154797453703704,2017-07-02
2,7,2017,SW Appledore,11.825916666666666,2017-07-02
2,7,2018,Fort Weatherhill,18.848240740740742,2018-07-02
2,7,2018,Hurricane Island,12.58369212962963,2018-07-02
2,7,2019,Fort Weatherhill,17.53179398148148,2019-07-02
2,7,2019,Hurricane Island,11.502575013372633,2019-07-02
2,7,2019,Pemaquid,12.635972222222222,2019-07-02
2,7,2019,SW Appledore,13.938458333333333,2019-07-02
2,7,2020,Hurricane Island,12.397226757473415,2020-07-02
2,8,2003,Schoodic,10.610833333333334,2003-08-02
2,8,2013,NW Appledore,17.071585648148147,2013-08-02
2,8,2014,Baker North,17.24155671296296,2014-08-02
2,8,2014,Baker South,23.958342151675485,2014-08-02
2,8,2014,Calf Island,22.861342592592592,2014-08-02
2,8,2014,NE Appledore,13.418668981481481,2014-08-02
2,8,2014,NW Appledore,13.972847222222223,2014-08-02
2,8,2014,SW Appledore,13.74203125,2014-08-02
2,8,2015,NE Appledore,14.035642361111112,2015-08-02
2,8,2015,NW Appledore,15.363859953703702,2015-08-02
2,8,2015,SW Appledore,15.860613425925926,2015-08-02
2,8,2016,Nubble Lighthouse,15.364756944444444,2016-08-02
2,8,2017,Fort Weatherhill,18.873796296296295,2017-08-02
2,8,2017,Nubble Lighthouse,13.492019675925926,2017-08-02
2,8,2017,SW Appledore,18.366274305555557,2017-08-02
2,8,2018,Fort Weatherhill,21.262534722222224,2018-08-02
2,8,2018,Hurricane Island,14.821122685185186,2018-08-02
2,8,2018,Pemaquid,14.634444444444444,2018-08-02
2,8,2019,Fort Weatherhill,20.265613425925928,2019-08-02
2,8,2019,Hurricane Island,13.375445206960043,2019-08-02
2,8,2019,SW Appledore,14.996770833333333,2019-08-02
2,8,2020,Hurricane Island,14.526158880304408,2020-08-02
2,9,2003,Schoodic,11.472083333333334,2003-09-02
2,9,2013,NW Appledore,16.571909722222223,2013-09-02
2,9,2014,Baker North,17.563315972222224,2014-09-02
2,9,2014,Baker South,11.313258101851853,2014-09-02
2,9,2014,Calf Island,11.208171296296296,2014-09-02
2,9,2014,NE Appledore,13.532337962962963,2014-09-02
2,9,2014,NW Appledore,14.837847222222223,2014-09-02
2,9,2014,SW Appledore,14.846006944444444,2014-09-02
2,9,2015,Nubble Lighthouse,14.598287037037037,2015-09-02
2,9,2016,SW Appledore,15.06889236111111,2016-09-02
2,9,2017,Hurricane Island,12.958055555555555,2017-09-02
2,9,2017,Nubble Lighthouse,12.27417824074074,2017-09-02
2,9,2018,Fort Weatherhill,20.962372685185187,2018-09-02
2,9,2018,Hurricane Island,15.569328703703704,2018-09-02
2,9,2018,Pemaquid,16.82357638888889,2018-09-02
2,9,2018,SW Appledore,18.772645833333332,2018-09-02
2,9,2019,Fort Weatherhill,20.120358796296298,2019-09-02
2,9,2019,Hurricane Island,13.733841798923633,2019-09-02
2,10,2002,Schoodic,13.159583333333334,2002-10-02
2,10,2013,NW Appledore,15.011261574074075,2013-10-02
2,10,2014,Baker North,15.531811342592592,2014-10-02
2,10,2014,Baker South,15.627355324074072,2014-10-02
2,10,2014,Calf Island,15.88603587962963,2014-10-02
2,10,2014,Little Brewster,15.705960648148148,2014-10-02
2,10,2014,NE Appledore,15.146197916666669,2014-10-02
2,10,2014,NW Appledore,15.013680555555556,2014-10-02
2,10,2014,SW Appledore,15.012910879629631,2014-10-02
2,10,2015,Nubble Lighthouse,14.06277199074074,2015-10-02
2,10,2016,Fort Weatherhill,18.618090277777778,2016-10-02
2,10,2016,SW Appledore,15.398024305555555,2016-10-02
2,10,2017,Hurricane Island,13.720497685185187,2017-10-02
2,10,2018,Fort Weatherhill,19.50982638888889,2018-10-02
2,10,2018,Hurricane Island,14.047511574074074,2018-10-02
2,10,2018,Pemaquid,14.86105324074074,2018-10-02
2,10,2018,SW Appledore,15.897020833333334,2018-10-02
2,10,2019,Fort Weatherhill,18.580486111111114,2019-10-02
2,10,2019,Hurricane Island,12.980381944444444,2019-10-02
2,11,2002,Schoodic,10.18,2002-11-02
2,11,2013,NW Appledore,11.148501157407408,2013-11-02
2,11,2014,Baker North,11.734114583333334,2014-11-02
2,11,2014,Baker South,11.956493055555555,2014-11-02
2,11,2014,Calf Island,11.978703703703703,2014-11-02
2,11,2014,Little Brewster,11.78460648148148,2014-11-02
2,11,2014,NE Appledore,11.566307870370371,2014-11-02
2,11,2014,NW Appledore,11.503697916666669,2014-11-02
2,11,2014,SW Appledore,11.439809027777779,2014-11-02
2,11,2015,Nubble Lighthouse,10.110798611111111,2015-11-02
2,11,2016,Fort Weatherhill,15.361747685185186,2016-11-02
2,11,2016,SW Appledore,11.83415625,2016-11-02
2,11,2017,Fort Weatherhill,16.77017361111111,2017-11-02
2,11,2017,Hurricane Island,12.683854166666668,2017-11-02
2,11,2018,Fort Weatherhill,13.806064814814816,2018-11-02
2,11,2018,Hurricane Island,10.881875,2018-11-02
2,11,2018,Pemaquid,10.702627314814814,2018-11-02
2,11,2018,SW Appledore,10.77675,2018-11-02
2,11,2019,Fort Weatherhill,14.96991898148148,2019-11-02
2,11,2019,Hurricane Island,11.65642361111111,2019-11-02
2,12,2002,Schoodic,7.111666666666666,2002-12-02
2,12,2013,NW Appledore,7.823906250000002,2013-12-02
2,12,2014,Baker North,8.406620370370371,2014-12-02
2,12,2014,Baker South,8.629351851851851,2014-12-02
2,12,2014,Calf Island,8.083344907407408,2014-12-02
2,12,2014,Little Brewster,7.909432870370371,2014-12-02
2,12,2014,NE Appledore,9.635462962962963,2014-12-02
2,12,2014,NW Appledore,9.591261574074073,2014-12-02
2,12,2014,SW Appledore,9.629322916666666,2014-12-02
2,12,2015,Nubble Lighthouse,8.19576388888889,2015-12-02
2,12,2016,Fort Weatherhill,10.803310185185184,2016-12-02
2,12,2016,SW Appledore,9.707184027777778,2016-12-02
2,12,2017,Fort Weatherhill,12.331724537037037,2017-12-02
2,12,2017,Hurricane Island,8.90800925925926,2017-12-02
2,12,2018,Fort Weatherhill,9.906875,2018-12-02
2,12,2018,Hurricane Island,7.440763888888889,2018-12-02
2,12,2018,Pemaquid,7.126516203703704,2018-12-02
2,12,2018,SW Appledore,7.7549375,2018-12-02
2,12,2019,Fort Weatherhill,9.974027777777778,2019-12-02
2,12,2019,Hurricane Island,7.200520833333333,2019-12-02
3,1,2003,Schoodic,5.013333333333334,2003-01-03
